1	INTJ PREP DET NMP NMS AUX PROPN XFAMIL PREP NMS PREP PREP CHIF CHIF NFP PREP DETFS NFS	<eps> PREP DET NMP NMS AUX PROPN XFAMIL PREP NMS PREP PREP CHIF CHIF NFP <eps> <eps> <eps>	_
2046	PREP DINTMS ADJMS NMS PREP NFS DETFS NFS ADJFS DETFS NFS DET NMP DET NMP PREP DETMS NMS ADV NFS PREP VERB DET NMP PREP DET NFS DET NFS VERB NMS ADV PREP DETFS NFS	PREP DINTMS ADJMS NMS PREP NMP DETFS NFS ADJFS DETFS NFS DET NMP DET NMP PREP DETMS NMS ADV NFS PREP VERB DET NMP PREP DET NFS DET NFS VERB NMS ADV PREP DETFS NFS	_
2047	PDEMMS AUX PPER3MS PPOBJMS VERB DINTMS NMS DETFS NFS PREP DETFS NFS PROPN XFAMIL XFAMIL <eps> PPER3FS VERB CHIF CHIF NMP	PDEMMS AUX PPER3MS PPOBJMS VERB DINTMS NMS DETFS NFS PREP DETFS NFS PROPN XFAMIL XFAMIL XFAMIL PPER3FS VERB CHIF CHIF NMP	_
2048	INTJ COCO PREP NMS ADV PINDMS AUX ADJMS PREP VERB DETFS NFS PREP PDEMFS NFS ADJFS PINDMS VERB DETMS NMS PREP PROPN XFAMIL XFAMIL	<eps> <eps> PREP VERB ADV PINDMS AUX ADJMS PREP VERB DETFS NFS PREP PDEMFS NFS ADJFS AUX VPPMS DETMS NMS PREP PROPN XFAMIL XFAMIL	_
2049	PDEMFS NFS ADV AUX ADV ADV VPPFS PREP PROPN COCO COSUB PPER3FS VERB ADV DET NFP PREP DETFS NFS COCO <eps> PREFP PREP AUX VPPFS PPER3MS PREF VERB ADV PREP DINTMS NMS ADJMS PREP DETFS NFS PREP PROPN XFAMIL PREP DINTMS NMS ADJMS PREP DETMS NMS ADJMS PROPN	<eps> NFS ADV AUX ADV ADV VERB ADJ <eps> <eps> ADV PPER3FS VERB ADV DET NMP PREP DETFS NFS ADV PREP PREFP PREP AUX VPPFS PPER3MS PREF VERB ADV PREP DINTMS NMS ADJMS PREP DETFS NFS VPPMS <eps> PROPN PREP DINTMS NMS ADJMS PREP DETMS NMS ADJMS VERB	_
2050	DINTMS NMS PREL VERB VERB VERB ADJMP DET NMP PREP DETFS NFS COCO PREP NMS ADJMS COCO DETFS NFS PREP DET NMS PROPN <eps> COCO PREP DET NMS PREP PROPN XFAMIL PPER3MP ADV VERB ADV PRON PREP PREF VERB PREP DETFS NFS	<eps> NMS PREL VERB VERB VERB ADJMP DET NMP PREP DETFS NFS COCO PREP NMS ADJMS <eps> DETFS NFS PREP DET NMS DETFS PROPN COCO PREP DET NMS PREP PROPN XFAMIL <eps> ADV VERB ADV PRON PREP PREF VERB PREP YPFOR <eps>	_
2051	INTJ PPER3MS PPOBJMS VERB DINTMS NMS DET NMP VERB ADV NFS PREP VERB PREP PREP VERB PUNCT PPER3FS	<eps> <eps> <eps> <eps> <eps> <eps> DET NMP AUX ADV VPPMS ADV VERB <eps> <eps> <eps> PUNCT PPER3FS	_
2052	PPER3FS AUX VPPMS COSUB ADV COSUB CHIF ADJMP NMP	VERB <eps> <eps> <eps> <eps> <eps> <eps> <eps> <eps>	_
2053	ADJMP DET NOUN PREL VERB NFS PREP PPOBJFS VERB PREP NMS ADV VERB ADV NFS PREP NMS ADV COSUB PPER3FS AUX PPER3FS AUX ADV ADV ADJFS PREP VERB ADV	<eps> DET NOUN PREL VERB NFS PREP <eps> <eps> <eps> <eps> PREP VERB <eps> <eps> PREP VERB PROPN XFAMIL <eps> <eps> <eps> <eps> <eps> <eps> <eps> <eps> <eps> <eps>	_
2054	DINTMS NMS PREL PPER3MS AUX VPPMS PREP VERB DETMS NMS PREP DETFS NFS VERB DET NFP COCO VERB ADV DINTMS NMS PREP DET NFS PREP DET NFS COCO ADV NFS PREP VERB PREP PROPN PPER3MS VERB ADV	ADV <eps> COSUB PPER3MS AUX VPPMS PREP VERB DETMS NMS PREP DETFS NFS VERB DET NFP COCO VERB ADV DINTMS NMS PREP DET NFS PREP DET NFS COCO ADV NFS PREP VERB PREP PROPN PPER3MS VERB ADV	_
2055	PREFP VERB DETMS NMS ADJ PREFP VERB DET NMP PREP NOUN COCO DET NMP PREP NFS PREFP VERB NMS PREP NMS PREP VERB DET PDEMMS PREFP VERB NMS PREP VERB DETMS ADV PREP NMS ADJMS	<eps> VERB DETMS NMS ADJ PREFP VERB DET NMP PREP NOUN COCO DET NMP PREP NFS PREFP VERB NMS PREP NMS PREP VERB DET PDEMMS PREFP VERB NMS PREP VERB DETMS ADV PREP NMS ADJMS	_
2056	DETFS NFS VERB CHIF ADJMP NMP ADJMP VERB PREP VERB PREP PRON PPER3MP AUX VPPMP COCO PREP DET NFS DETFS NFS PROPN AUX VPPFS PREP DET PROPN COCO ADV AUX ADV ADV VERB DET NMP PREP NMS	<eps> NFS VERB CHIF ADJMP NMP ADJMP VERB PREP VERB PREP PRON PPER3MP AUX VPPMP COCO PREP DET NFS DETFS NFS PROPN AUX VPPMS PREP DET PROPN COCO ADV AUX ADV ADV VERB DET NMP PREP NMS	_
2057	PDEMMS AUX DET NMP PREP NMS ADV PINDMS VERB DET NMP PREP NMS PPER1S <eps> VERB ADV COSUB PDEMMS AUX PPER1S VERB ADV COSUB PDEMMS AUX DINTMS ADJMS NMS	AUX VERB VERB DETFS PROPN VERB PROPN <eps> <eps> <eps> <eps> <eps> <eps> PPER1S ADV VERB ADV COSUB PDEMMS AUX PPER1S VERB ADV COSUB PDEMMS AUX DINTMS ADJMS NMS	_
2058	DET NMP PREL VERB PPOBJMP VERB ADV DINTMS NMS PREP DET NFS DETFS NFS VERB ADV VERB PREP NFS DETMS NMS PREP DINTMS NMS ADJMS	NMS <eps> PREL ADV PPOBJMS VERB ADV DINTMS NMS PREP DET NFS DETFS NFS VERB ADV VERB PREP NFS DETMS NMS PREP DINTMS NMS ADJMS	_
2059	PROPN PREP PDEMFS ADJFS NFS PREP NFP ADJFP PREP PROPN DET NFP ADJFP PREL PREF AUX VPPFP PREP DETMS NMS ADJMS COCO DET NMP PREP NFS	PROPN PREP PDEMFS ADJFS NFS PREP NFP ADJFP PREP PROPN DET NFP ADJFP PREL PREF AUX VPPFP PREP DETMS NMS ADJMS COCO DET NMP PREP NFP	_
2060	DINTMS NMS PREL <eps> ADV PREF AUX VPPMP ADV PREP NFS PREP DETMS NMS ADJMS AUX PRON PREL VPPMS DETMS DETMS NMS ADJMS	<eps> PROPN PREL AUX ADV PREF AUX VPPFP ADV PREP NFS PREP DETMS NMS ADJMS AUX PRON PREL VPPMS DETMS DETMS NMS ADJMS	_
2061	PPER1S AUX VPPMS DET NMS PROPN XFAMIL XFAMIL PREL AUX PREP PROPN PPER3MS PPOBJMS VERB ADV DET NMP PREP DET NMP PREP PROPN PINDMS VERB PPOBJMS VERB COCO ADV PREP NMS DET NFS PREP PDEMFS NFS ADJFS VPPFS PREP PROPN	PPER1S AUX VPPMS DET NMS PROPN XFAMIL XFAMIL PREL AUX PREP PROPN PPER3MS PPOBJMS VERB ADV DET NMP PREP DET NMP PREP PROPN PINDMS VERB PPOBJMS VERB COCO ADV PREP NMS DET NFS PREP PDEMFS NFS ADJFS VPPFS PREP PROPN	_
2062	VERB PDEMMS AUX PROPN PREL AUX VPPMS PREP VERB	VERB PDEMMS AUX DINTMS NMS AUX VPPMS PREP VERB	_
2063	DET NMS ADJMS VERB COSUB COSUB PROPN ADV VERB ADV VERB PROPN COCO DET NFS ADJFS	<eps> NMS <eps> <eps> COSUB DETMS PROPN ADV VERB ADV VERB PROPN COCO DET NFS ADJFS	_
2064	COSUB PREFP VERB PROPN XFAMIL AUX VERB DET NFS DETMS CHIF CHIF NMS PPER3MS VERB VERB DET NFS PREP DET PROPN	<eps> PREFP VERB PROPN XFAMIL AUX VERB DINTFS NFS DETMS CHIF CHIF NMS PPER3MS VERB VERB DET NFS PREP DET PROPN	_
2065	ADV PPER3MS AUX VPPMS PDEMMS AUX PPOBJMS PREL AUX DETMS NMS ADJMS COCO ADJMS PREP PREP DET NMS ADJMS COCO ADV AUX PRON PREL VERB VERB PROPN	<eps> PPER3MS AUX VPPMS PDEMMS AUX PPOBJMS PREL AUX DETMS NMS ADJMS COCO ADJMS DET NMP PREP NMS ADJMS <eps> PREL AUX PRON PREL VERB VERB PROPN	_
2066	VERB PREP DINTMS NMS ADJMS ADV PPER1S VERB COSUB PDEMMS AUX DETFS NFS PREP PRELFS PROPN <eps> AUX VPPMS PDEMMS NMS ADV ADJMS PREP VERB DETMS NMS PREP DETFS NFS	VERB PREP DINTMS NMS ADJMS ADV PPER1S VERB COSUB ADJFS <eps> DETFS NFS PREP PRELFS DINTMS NMS AUX VPPMS PDEMMS NMS <eps> ADJMS PREP VERB DETMS NMS PREP DETFS NFS	_
2067	PREP DINTFS NFS ADJFS	<eps> <eps> NFS ADJFS	_
2068	PROPN PUNCT	<eps> PUNCT	_
2069	PREP ADV VERB DET NFS PREP PREP DET NMS	<eps> ADV VPPMS DET NFS PREP PREP ADV <eps>	_
2070	PREP VERB PREP DINTFS ADJFS NFS PREP NFS PREP PROPN XFAMIL	<eps> VERB DET NMP <eps> ADV PREP NFS PREP PROPN XFAMIL	_
2071	PINDMS VERB ADV COSUB PROPN VERB PREL VERB PREP DINTFS NFS PREP NFP COCO DETMS NMS ADJMS PPOBJMS VERB ADV PREP VERB DET ADJ NMP	<eps> VPPMS ADV COSUB PROPN VERB PREL VERB PREP DINTFS NFS <eps> NFP COCO DETMS NMS ADJMS PPOBJMS VERB ADV PREP VERB DET ADJ NMP	_
2072	PDEMMS AUX PPER1S ADV VERB ADV COSUB PDEMMS AUX ADV ADJMS PREP PROPN <eps> PDEMMS AUX PDEMMS PREL AUX ADJMS PDEMMS AUX <eps> <eps> DINTMS NMS AUX DINTMS NMS ADJMS COCO ADV COSUB PPER3MS PPOBJMS VERB DET NMP PREL VERB	PDEMMS AUX PPER1S ADV VERB ADV COSUB PDEMMS AUX ADV ADJMS PREP PROPN XFAMIL PDEMMS AUX PDEMMS PREL AUX ADJMS PDEMMS AUX PDEMMS AUX DINTMS NMS AUX DINTMS NMS ADJMS PUNCT ADV COSUB PPER3MS PPOBJMS VERB DET NMP PREL VERB	_
2073	ADV COCO PDEMMS AUX ADV ADJMS PREP PDEMMP PREL PREFP VERB COCO PREL	DINTMS <eps> <eps> <eps> NMS ADJMS PREP PDEMMP PREL PREFP VERB COCO COSUB	_
2074	ADV PPER3MS VERB COSUB PPER3MP VERB ADV DET CHIF NMP <eps> ADV DET <eps> CHIF NMP <eps> ADV ADJMS AUX DETFS NFS ADJFS	<eps> PPER3MS VERB COSUB PPER3MP VERB PREP <eps> CHIF NMP PREP ADV ADJMS AUX CHIF NMP PREP ADV ADJMS AUX DETFS NFS ADJFS	_
2075	ADV COCO	PINDMS AUX	_
2076	PREP NMS	<eps> NMS	_
2077	DETFS ADJFS NFS PREP PROPN XFAMIL <eps> AUX VPPMS VERB DETFS NFS PREP DETFS NFS ADJFS	<eps> DET NFS DET PROPN XFAMIL PINDMS AUX VPPMS VERB DETFS NFS PREP DETFS NFS ADJFS	_
2078	PREP VERB COSUB PINDMS <eps> VERB ADV PREP PRON VERB COSUB PPER3MP PREFP VERB DETMS NMS PREP DETMS NMS COCO VERB NMS ADV PRON VERB PRON PREL PPER3MS PREF VERB PPER3MP AUX PREP NFS ADV ADJMS COCO COSUB PPER3MP VERB VERB DET NMP	<eps> ADV VERB PINDMS ADV VERB ADV PREP PREL VERB PREP PPER3MP PREFP VERB DET NMP PREP DET NFP COCO <eps> NMS ADV PRON AUX PRON PREL <eps> PREF VERB PPER3MP AUX PREP NFS ADV ADJMS COCO COSUB PPER3MP VERB VERB DET NMP	_
2079	PREP DINTFS NFS ADJFS	DET <eps> NFS ADJFS	_
2080	INTJ COCO ADV PPER3MS PPOBJMS VERB DET NMP ADV	<eps> COCO COSUB PPER3MS PPOBJMS VERB DET NMP ADV	_
2081	PINDMS PREP PROPN DINTFS NFS ADJFS ADJFS AUX DINTFS NFS ADJFS COSUB PPER3MS ADV PPOBJMS VERB ADV DET NMS DET NFS PREP NMS <eps> ADV VERB	<eps> PREP PROPN DINTFS NFS ADJFS ADJFS AUX DINTFS NFS ADJFS <eps> PPER3MS ADV PPOBJMS VERB ADV DET NMP DET NFS PREP NMP PREP ADV VERB	_
2082	COCO ADV PPER3MS PPOBJMS VERB DET NMP DINTMS NMS PREL AUX ADJMS PREP DET NMP ADJMP PPER3MS ADV VERB ADV DET NFP	<eps> ADV PPER3MS PPOBJMS VERB DET NMP DINTMS NMS PREL AUX ADJMS PREP DET NMP ADJMP PPER3MS ADV VERB ADV DET NFP	_
2083	ADV PREFP VERB PREP PROPN PREP PDEMFS NFS DET NMP PREP PROPN COCO PREP ADV PPER3MP AUX ADV PREP NFS YPFOR	<eps> PREFP VERB PREP PROPN PREP PDEMFS NFS DET NMP PREP NMP PPER3MS VERB ADV PPER3MP AUX ADV PREP NFS <eps>	_
2084	ADV COCO ADV PDEMFS NFS	<eps> COCO ADV PDEMFS NFS	_
2085	VERB PDEMMS AUX DET NFS PREP NFS ADV PREP DET PROPN XFAMIL COCO PREP DET NMS PREP PROPN PPER3MP AUX ADV VPPMP PREP PRON PREL PPER3MS VERB AUX VPPMS PREP PROPN	<eps> PDEMMS AUX DET NFS PREP NFS ADV DET NMP PROPN XFAMIL XFAMIL PREP DET NMS PREP PROPN PPER3MP AUX ADV VPPMP ADV <eps> COSUB PPER3FS VERB AUX VPPMS PREP PROPN	_
2086	DET NFS PROPN	<eps> NFS PROPN	_
2087	COSUB ADV ADV PPER3MP AUX VPPMP PREFS VERB PPER3MS PPOBJMS VERB CHIF NFP	COSUB <eps> <eps> PPER3MP AUX VPPMP PREFS VERB PPER3MS PPOBJMS VERB CHIF NFP	_
2088	PDEMMS AUX ADJMS CHIF PPER3MP AUX CHIF ADJMS PPER3MS PPOBJMS VERB COSUB CHIF CHIF AUX VPPMP PPER3MP PREF AUX VPPMP PRON AUX DET NMP MOTINC PPER3MP VERB DET NFS PPER3MP VERB DET NFP PREP DET NMP PREL VERB <eps> PPOBJMP VERB ADJMP DET NMP	AUX <eps> ADJMS CHIF PPER3MP AUX CHIF PREP <eps> PPOBJMP PROPN <eps> CHIF CHIF AUX VPPMP PREP VERB AUX <eps> <eps> <eps> DET NMP <eps> PPER3MP PREP NFP PROPN PPER3MP VERB DET NFP PREP <eps> NMP PREL VERB ADV PPOBJMS VERB ADJMP DET NMP	_
2089	COCO PPER3MP NMP AUX VPPMS PPER3MP ADV VERB ADV PPER3MP ADV VERB ADV COSUB DET NMS AUX VPPMS	<eps> PPER3MP NMP AUX VPPMS PPER3MS ADV VERB ADV PPER3MP ADV VERB ADV DET <eps> NMS AUX VPPMP	_
2090	PREP DINTMS NMS ADV DINTMS ADJMS NMS PREP NMS PREP DET NMS VERB VERB DET NOUN	<eps> <eps> NMS ADV DINTMS ADJMS NMS PREP NMS PREP DET NMS VERB VERB DET NOUN	_
2091	ADV COSUB NMP COCO ADV COSUB <eps> ADJMP ADV ADV	ADV COSUB NMP COCO ADV COSUB DET NMP ADJFS <eps>	_
2092	PDEMMS PDEMMS PPOBJMS AUX VPPMP COCO PPER3MP VERB VERB PPER3MP VERB VERB DINTMS NMS ADJMS	PDEMMS PDEMMS PPOBJMS AUX VPPMS COCO PPER3MS VERB VERB VERB <eps> VERB DINTMS NMS ADJMS	_
2093	VERB COSUB COSUB DET NMS ADJMS AUX ADJFS NFS	VERB ADV AUX DET NMS PDEMMS <eps> ADJFS NFS	_
2094	COCO PDEMMS AUX ADV	PDEMMS <eps> <eps> <eps>	_
2095	ADV	PROPN XFAMIL	_
2096	PPER1S VERB DETMS NMS PREP PROPN AUX VPPMS DINTMS DINTMS NMS ADV ADJMS PREP NMS PREP PROPN	PPER1S VERB DETMS NMS PREP PROPN AUX VPPMS DINTMS <eps> NMS ADV ADJMS PREP NFS PREP PROPN	_
2097	PREP ADJMS PROPN COCO ADV DETMS <eps> ADJMS NMS PREP PROPN PREP PROPN COCO	PREP ADJMS PROPN COCO ADV DETMS DETFS DET NMS PREP PROPN PREP PROPN COCO	_
2098	PREL PREL AUX PPER3MP AUX VERB PREP VERB PDEMMS NMS COCO PPER3MP VERB ADV COSUB PPER1S PPOBJMS VERB <eps> ADJMS ADV PPER1S AUX ADV VPPMS	PREL <eps> AUX PPER3MP AUX VPPMS PREP VERB DET NMP COCO PPER3MS VERB ADV COSUB PPER1S VERB VERB COCO ADJMS PROPN PPER1S AUX ADV VPPMS	_
2099	ADV ADV ADV PROPN ADV PINDMS VERB DET CHIF NFP COCO PINDMS VERB PDEMFS PREP DETFS NFS PREP PROPN COCO ADV DET NMP PPER3FS ADV PPER3FS VERB DET NMS PREP AUX VPPMS DET NMP	<eps> ADV ADV PROPN ADV PINDMS VERB DET CHIF NFP PUNCT PINDMS VERB PDEMFS PREP DETFS NFS PREP PROPN COCO ADV DET NMP PPER3FS ADV PPER3FS VERB DET NMS PREP AUX VPPMS DET NMP	_
2100	PDEMMS AUX ADV VPPMS COCO ADV PINDMS VERB PDEMFS ADJFS NFS DET NMP PREP PROPN PREL VERB PREP PROPN VERB NFS PROPN PDEMMS ADV AUX ADV DET NMS PREP PROPN ADJFS AUX DETFS ADJFS PREP DET NFP	PDEMMS AUX ADV VPPMS COCO ADV PINDMS VERB PDEMFS ADJFS NFS DET NMP PREP PROPN PREL VERB PREP PROPN VERB NFS PROPN PDEMMS ADV AUX ADV DET NMS PREP PROPN ADJFS AUX DETFS ADJFS PREP DET NFP	_
2101	VERB PDEMMS VERB PREP PREFP PREP VERB DETFS ADJFS	<eps> PDEMMS VERB PREP PREFP PREP VERB DETFS NFS	_
2102	PDEMMS VERB PREP PREFP PREP VERB PREP NFS PREP COSUB DET NMP COCO DET NMP PREP NOUN VERB DET NMP ADV	<eps> VERB PREP PREFP PREP VERB PREP NFS <eps> COSUB DET NMP <eps> DET NMP PREP NOUN VERB DET NMP ADV	_
2103	ADV VERB VERB PROPN	PREP VERB VERB PROPN	_
2104	PDEMMS AUX PPER1S PPOBJMS AUX VPPMS MOTINC PPER3MP AUX VPPMP PREP PPOBJMS VERB PPER3MP ADV AUX VPPMS	<eps> <eps> PPER1S PPOBJMS AUX VPPMS ADV PPER3MP AUX ADV PREP DETMS NMS PPER3MP <eps> AUX VPPMS	_
2105	PINDMS VERB PREP PREP DETMS NMS PREFP VERB COSUB PPER3MP AUX PREP PROPN XFAMIL	PINDMS VERB PREP PREP DET NMP VERB COSUB <eps> PPER3MP AUX PREP PROPN XFAMIL	_
2106	PDEMMS AUX DETMS NMS PREP DET PDEMMP PREP DET NMP DET NMP PREP NMP PREL AUX VPPMP PREP DETFS NFS	<eps> <eps> DETMS NMS PREP DET PDEMMP PREP DET NMP CHIF NMP PREP NMP PREL AUX VPPMP PREP DETFS NFS	_
2107	COCO PPER3MP AUX VPPMS DETFS NFS PROPN PREP NMS	<eps> PPER3MP AUX VPPMS DETFS NFS DETFS DINTMS NMS	_
2108	PREP DET CHIF NMP PREP NMP	<eps> DET CHIF NMP PREP NMP	_
2109	VPPMP PREP DET NMP COCO PPER1S VERB	<eps> PREP DET NMP COCO PPER1S VERB	_
2110	COSUB PDEMMS AUX DETFS ADJFS NFS ADV PPER1S VERB VERB PDEMMS <eps> PREFP VERB PINDMS VERB	COCO PDEMMS AUX DETFS ADJFS NFS PDEMMS VERB <eps> VERB PDEMMS PDEMMS PREFP VERB PINDMS VERB	_
2111	PDEMMS PREFP VERB NMS	<eps> PREFP VERB NMS	_
2112	ADV PREP DETFS NFS PREP NMS PREP PROPN	<eps> PREP DETFS NFS PREP NMS PREP PROPN	_
2113	PRON AUX DET ADJMP NMP ADJMP PUNCT VERB PREP VERB COSUB PPER3MP VERB VERB AUX ADV DET NMP COCO DET NFP COCO DET NMP PREP NFP PREL PPOBJFS AUX VPPMS	DETMS ADJMS NMS ADJMS PRON PREL VERB ADV <eps> <eps> <eps> <eps> <eps> <eps> <eps> ADV DET NMP COCO DET NFP COCO DET NMP DET NFP PREL PPOBJFP AUX VPPMS	_
2114	COCO PPER3MP AUX VPPMS PREP DETMS NMS PREP NMS	<eps> PPER3MP AUX VPPMS PREP DETMS NMS PREP NMS	_
2115	PREP PROPN XFAMIL DETFS ADJFS NFS ADV COSUB PPER1S AUX VPPMS DETMS NMS ADV PROPN <eps>	<eps> PROPN XFAMIL DETFS ADJFS NFS ADV COSUB PPER1S VERB DET NMP <eps> ADV DET NFS	_
2116	PDEMMS AUX ADJMS PPER3MS AUX VPPMS PREP NOUN	<eps> <eps> ADJMS PPER3MS AUX VPPMS PREP NOUN	_
2117	PPOBJMP PPER3MP AUX VPPMS PREP NMS	<eps> PPER3MP AUX VPPMS PREP NMS	_
2118	VERB NMS PREP DET NMP ADJMP PRON AUX PDEMMS AUX COSUB ADV ADJMS	VERB NMS PREP DET NMP VPPFS <eps> <eps> <eps> <eps> COSUB ADV ADJFS	_
2119	INTJ PROPN XFAMIL PINDMS VERB PREFP VERB COSUB PREFP VERB ADV DET NFS DINTMS NMS ADJMS	<eps> PROPN XFAMIL PINDMS VERB PREFP VERB COSUB PREFP VERB ADV DET NFS DINTMS NMS ADJMS	_
2120	DET NFP PROPN <eps> INTJ PROPN XFAMIL PREP AUX VPPMS ADV PREP DET NMS PREP DETMS NMS PREP PROPN XFAMIL PINDMS VERB VERB PREP DET NFP ADJFP PREP DETMS NMS PREP CHIF NMP PROPN COCO PROPN	DET NFP DETMS NMS VERB PROPN XFAMIL DET NFP VPPMP ADV PREP DET NMS PREP DETMS NMS PREP PROPN XFAMIL PINDMS VERB VERB PREP DET NFP ADJFP PREP DETMS NMS PREP CHIF NMP PROPN COCO PROPN	_
2121	PREP PROPN PREP VERB DINTMS <eps> NMS DET NFP PREP NFS COCO VERB DETFS NFS PREP DETFS NFS ADJFS PROPN XFAMIL XFAMIL AUX VPPMS NMS PREP NFS ADV DETMS NMS	<eps> PROPN PREP VERB DINTMS DINTMS NMS DET NFP PREP NFS COCO VPPMS DETFS NFS PREP DETFS NFS ADJFS PREP <eps> PROPN VERB ADV ADV PREP NFS ADV DETMS NMS	_
2122	VERB DINTMS NMS VERB PPER3MS VERB PDEMMS NMS ADJMS COSUB PPER1S VERB PREP DINTMS NMS PREP DET NMP COCO ADV PREP NMS PREP <eps> DETMS NMS PREP DET NMS	VERB DINTMS NMS PREP <eps> VERB PDEMMS NMS ADJMS <eps> PPER1S VERB PREP DINTMS NMS PREP DET NMP COCO ADV PREP NMS VERB PINDMS DETMS NMS PREP DET NMS	_
2123	PREP DETMS NMS PREP DET NFS DET NFS	PREP DETMS NMS PREP DET NFS PROPN <eps>	_
2124	DETFS NFS DET CHIF NMP VERB ADV CHIF CHIF NMP	<eps> NFS DET CHIF NMP VERB ADV CHIF CHIF NMP	_
2125	PREL CHIF NMP PREP NMS COCO CHIF NFP	<eps> CHIF NMP PREP NMP COCO CHIF NFP	_
2126	DET ADJFP NFP DET NMP PREP NMP PREP PROPN	DET ADJFP NFP DET NMP PREP NMP PREP PROPN	_
2127	AUX VPPMS ADV CHIF PREP CHIF DET NMP PREP NMP VPPMP PREP DETMS NMS ADJ ADJMS	VERB <eps> ADV CHIF PREP CHIF DET NMP PREP NMP VPPMP PREP DETMS NMS ADJ ADJMS	_
2128	PRON PREL AUX DINTFS NFS ADV COCO PREFP PPOBJMS VERB ADV PREP VERB ADJFS PREP NMS PREP DETFS NFS	<eps> PREL AUX DINTFS NFS ADV COCO PREFP PPOBJMS VERB ADV PREP VERB ADJFS PREP NMS PREP DETFS NFS	_
2129	ADV DET NMP DINTFS NFS COCO VERB PINDMS VERB DETMS NMS PREP DETFS NFS ADJFS COSUB DETMS NMS AUX VPPMS PREP DETMS ADJMS NMS PPOBJMS ADV PROPN XFAMIL	<eps> DET NMP DINTFS NFS COCO VERB AUX VPPMS DETMS NMS PREP DETFS NFS ADJFS COSUB DETMS NMS AUX VPPFS PREP DETMS ADJMS NMS PREP <eps> PROPN VERB	_
2130	INTJ PREFP AUX VPPMS DET NFP ADJFP COCO ADV PREFP AUX PREP PROPN XFAMIL <eps> PREP NMS	INTJ PREFP AUX VPPMS DET NFP ADJFP COCO ADV PREFP AUX PREP PROPN ADV NMS PREP NMS	_
2131	PREP DET PROPN NMS PREP DETFS NFS DET NMP PREP DET NMS ADJMS DET NFS PREP PDEMMS NMS PREL PREF VERB VERB DINTMS NMS PREP DET NMS COCO PREP DETFS NFS DET NMP PROPN XFAMIL	PREP DET PROPN NMS PREP DETFS NFS DET NMP PREP DET NMS ADJMS DET NFS PREP PDEMMS NMS PREL PREF VERB VERB DINTMS NMS PREP DET NMS COCO PREP DETFS NFS DET NMP PROPN XFAMIL	_
2132	VERB DETFS ADJFS NFS ADJFS VERB PREP VERB COSUB COSUB PPER3MS PREF VERB PREP VERB ADV DINTFS NFS PREL AUX ADJFS PREP DETFS NFS PDEMMS ADV AUX ADV ADV DETFS NFS DET NMP PREP DET NMS PREL PREF PPOBJMS VERB	<eps> DETFS ADJFS NFS ADJFS VERB PREP VERB COSUB COSUB PPER3MS PREF VERB PREP VERB ADV DINTFS NFS PREL AUX ADJFS PREP DETFS NFS PDEMMS ADV AUX ADV ADV DETFS NFS DET NMP PREP DET NMS PREL PREF PPOBJMS VERB	_
2133	ADV DETMS NMS ADJMS VERB COSUB PREFP VERB DINTMS NMS PREL ADV AUX ADV ADV PREP DET DET ADJFP NFP COCO PREL AUX DINTMS NMS PREP CHIF PREP CHIF NMP	ADV DETMS NMS ADJMS VERB COSUB PREFP VERB DINTMS NMS PREL ADV AUX ADV ADV PREP DET DET ADJFP NFP COCO PREL AUX DINTMS NMS PREP CHIF PREP CHIF NMP	_
2134	PREP DET NMP ADJMP COCO ADJFP PREL AUX AUX VPPMP ADV PREP DETMS ADJMS NMS	PREP DET NMP ADJMP COCO ADJFP PREL AUX AUX VPPMP ADV PREP DETMS ADJMS NMS	_
2135	PDEMMS PREL PPER1S VERB ADV <eps> PDEMMS AUX COSUB PREP NMS PREP DET NMP ADV PREL PREF AUX VPPMP ADJMP COCO PINDMS AUX VPPMS ADV ADV PREP NFP PREP DET NMP ADV <eps> DET NFP PREP NMS PRON PREL PPER1S VERB ADV <eps> PRON VERB COSUB PREP VERB	<eps> COSUB PPER1S VERB ADV ADV PDEMMS AUX COSUB PREP NMS PREP DET NMP ADV PREL PREF AUX VPPMP ADJMP COCO PINDMS AUX VPPMS ADV ADV PREP NFS PREP DET NMP PREP VERB DET NFP PREP NMS PRON PREL PPER1S VERB ADV ADV PRON VERB COSUB PREP VERB	_
2136	ADV PREP NMP PREP PDEMMS NMS ADV PREFP ADV VERB DET ADJFP NFP PREP DET NMS PPER3MS PPOBJMS VERB DINTMS ADJMS NMS PREP NFS ADJFS COCO ADJFS PREP PROPN COCO PDEMMS AUX ADV PREP PDEMMS ADV COSUB <eps> PPER3MS VERB PREL PPER3MS PREFP VERB VERB	ADV PREP NMP PREP PDEMMS NMS ADV PREFP ADV VERB DET ADJFP NFP PREP DET NMS PPER3MS PPOBJMS VERB DINTMS ADJMS NMS PREP NFS ADJFS COCO ADJFS PREP PROPN COCO ADJFS AUX ADV PREP PDEMMS ADV ADV PREL PPER3MS VERB ADV PPER3MS PREFP VERB VERB	_
