BONSOIR À TOUS BIENVENUE C' EST BFM STORY EN DIRECT JUSQU' À DIX NEUF HEURES À LA UNE	SONT NÉCESSAIRES FEMMES SOURIS EN DIRECT JUSQU À À DIX NEUF HEURES
VOUS N' AVEZ PAS LE MÊME SERVICE PUBLIC ET VOUS ÊTES DANS U(NE) DANS DES ÉCOLES À À TROIS NIVEAUX C' EST À DIRE QUE IL Y A DES NIVEAUX D' EXCELLENCE PARCE QUE IL Y A ÉVIDEMMENT DES Z() DES PÔLES D' ENSEIGNEMENT D' EXCELLENCE DE DANS DANS LE PRIMAIRE DANS LE SECONDAIRE MAIS IL Y A AUSSI ET C' EST P() LES	VOUS N AVEZ PAS LE MÊME SERVICE PUBLIC ET VOUS ÊTES DANS UNE DANS DES ÉCOLES À TROIS NIVEAUX SA DIRE QUE Y A DES NIVEAUX D EXCELLENCE MASCULINE ÉVIDEMMENT DES ÉPAULES D ENSEIGNEMENT D EXCELLENCE DANS LE PRIMAIRE DANS LE SECONDAIRE MAIS Y A AUSSI
LES EFFORTS ILS DOIVENT ÊTRE RECENTRÉS LÀ OÙ IL Y A DES VÉRIT(ABLES)	LES EFFORTS Y DOIVENT ÊTRE RECENTRÉS LÀ OÙ Y A DES VÉRIFRIES
(MER)CREDI MATIN FINALEMENT LES ENFANTS VONT ALLER À L' ÉCOLE (H) (N) LES DEVOIRS ON VA FAIRE UNE DEMIE HEURE CHAQUE ENSEIGNANT VA DEVOIR CONSACRER UNE DEMIE HEURE DE SON TEMPS À TRENTE ÉLÈVES POUR FAIRE LEURS DEVOIRS MAIS QUI PEUT IMAGINER QUE CE SOIT RAISONNABLE	LES MATINS FINALEMENT LES ENFANTS D ALLER À L ÉCOLE AMALÉE DEVOIR ONT FAIRE UNE LUMIÈRE CHAQUE ENSEIGNANT VA DEVOIR CONSACRER UNE DEMI HEURE DE SON TEMPS À TRENTE ÉLÈVES POUR FAIRE LEUR DEVOIR MAIS QUI PEUT IMAGINER QUE CE SOIT RAISONNABLE
BON	L AIRE
LES SYNDICATS HURLENT LES SYNDICATS DE PARENTS HURLENT ET ÉVIDEMMENT ÇA PEUT PAS MARCHER C' EST C' EST C' EST TRÈS GÉNÉREUX DE DIRE ON VA AIDER LES ENFANTS À FAIRE LEURS DEVOIRS MAIS C' EST PAS ÇA QU' IL FAUT FAIRE	LES SYNDICATS EURENT LES SYNDICATS PARENTS HURLES ET ÉVIDEMMENT SA PEU PAS MARCHER CES CES TRAITS GÉNÉREUX DE DIRE EN VA AIDER LES ENFANTS FAIRE LE RENDEMENT MAIS C EST PAS ÇA QU IL FAUT FAIRE
LAURENT	LOURDS
QUE VOUS ME FAITES PENSER VOUS ME FAITES PENSER AUX JOURNALISTES SPORTIFS DE LA LA SEMAINE DERNIÈRE AVANT LE MATCH F(RANCE) ESPAGNE FRANCE DE FOOTBALL C' EST À DIRE QUE JE ON POUVAIT PAS OUVRIR UN JOURNAL ALLUMER UNE TÉLÉVISION SANS NOUS EXPLIQUER QUE L' ÉQUIPE DE FRANCE ALLAIT ÊTRE LAMINÉE EXPLOSÉE PAR LA GRANDE ÉQUIPE D' ESPAGNE	EN FAITES PENSER VOUS ME FAITES PENSER AUX JOURNALISTES SPORTIFS DE LAISSE LA SEMAINE DERNIÈRE AVANT LE MATCH ESPAGNE FRANCE DE FOOTBALL C EST À DIRE QUE JE NE POUVAIS PAS AVOIR UN JOURNAL ALLUMÉ TÉLÉVISION SANS NOUS EXPLIQUER QUE L ÉQUIPE DE FRANCE ALLAIT L AMINER EST EXPLOSÉ PAR LA GRANDE ÉQUIPE D ESPAGNE
ET PUIS ON A VU LE RÉSULTAT VOUS FAITES EXACTEMENT PAREIL AVEC VINCENT PEILLON C' EST À DIRE QUE GUILLAUME ROQUETTE A COMMENCÉ À LE COUVRIR D' ÉLOGES VOUS AVEZ COMMENCÉ PAR DIRE QU' IL ÉTAIT COMPÉTENT ANIMÉ DE BONNE VOLONTÉ QU' IL S' ÉTAIT PRÉPARÉ QU' IL AVAIT DE BONNES IDÉES ETCEVENT DESC=ET CETERA TYPE=PRONOUNCE EXTENT=PREVIOUS/> MAIS MALHEUREUSEMENT VOUS VERREZ À LA FIN	ET POUR NABUT LE RÉSULTATMENT FAIT EXACTEMENT PAR AILLEURS SON PAYON C EST À DIRE QUE GUILLAUME ROQUETTE A COMMENCÉ LE COUVREUR DES LOGES VA COMMENCER PAR DIRE QU IL ÉTAIT COMPÉTENT ANIMETTE BONNE VOLONTÉ QUI S ÉTAIT PRÉPARÉ QU IL AVAIT DE BONNES IDÉES ETC MAIS MALHEUREUSEMENT VOUS VERREZ À LA FIN
LE GRAND MAMMOUTH DE L' ÉCOLE GAGNERA CINQ À ZÉRO CONTRE LE PAUVRE VINCENT PEILLON ET SES GRANDS	LE GRAND MAMMOUTH DE L ÉCOLE GAGNERA CINQ À ZÉRO CONTRE LE PAUVRE VINCENT PAYANT SES GRANDS
UN J' AI ENVIE DE VOUS DIRE ATTENDEZ UN J' AI ENVIE DE VOUS DIRE ATTENDEZ DE VOIR LE MATCH PARCE QUE POUR LE MOMENT ON L' A PAS VU	J AI ENVIE DE VOUS DIT ATTENDEZ UN GÉANTVITE VOUS DIRE ATTENDEZ DE VOIR LE MATCH PARCE QUE POUR LE MONDE L A PAS VU
ET DEUXIÈMEMENT APRÈS CE QUE VOUS AVEZ DIT J' ESPÈRE QUE SI PAR HASARD IL OBTIENT QUELQUES SUCCÈS VOUS VIENDREZ ICI COMME LES JOURNALISTES SPORTIFS DIRE ON S' EST TROMPÉ	ET DEUXIÈMEMENT APRÈS CE QUE VOUS AVEZ DIT J ESPÈRE QUE SI PAR HASARD IL OBTIENT QUELQUES SUCCÈS OÙ VIENDRAIT ICI COMME LES JOURNALISTES DIRE ONZE
(REN)DEZ VOUS DANS SIX MOIS ET J' ESPÈRE ME TROMPER	SIX MOIS J ESPÈRE METROMPER
ALORS ON VA PASSER À CETTE PHOTO DE GROUPE DANS LE FIGARO MAGAZINE	ALORS ON VA PASSER À CETTE PHOTO DE GROUPE DANS LE FIGARO MAGAZINE
QUI SONT CES CES CHEFS D' ENTREPRISE GUILLAUME	QUI SONT SES CHEFS D ENTREPRISE GUILLAUME
ALORS CE SONT DES ENTREPRENEURS AVEC DES PROFILS TRÈS DIFFÉRENTS D' ABORD CE SONT PAS DES P() DES PROFESSIONNELS QUE VOUS AVEZ L' HABITUDE DE VOIR COMME COMME LAURENCE PARISOT PAR EXEMPLE ET VOUS AVEZ DE LÀ DES GENS QUI ONT TRÈS BIEN RÉUSSI DANS LA VIE QUI ONT CRÉÉ DES ENTREPRISES QUI SONT AUJOURD'HUI PARFOIS COTÉES EN BOURSE QUI FONT DE	CE SONT DES ENTREPRENEURS AVEC DES PROFILS TRÈS DIFFÉRENTS D AVOIR CE SONT PAS DES DES PROFESSIONNELS QUE VOUS AVEZ L HABITUDE DE VOIR COMME COMME LA REN SPARISO PAR EXEMPLE ET VOUS AVEZ LÀ DES GENS QUI ONT TRÈS BIEN RÉUSSI DANS LA VIE CONCRÉEZ LES ENTREPRISES QUI SONT AUJOURD HUI PARFOIS COTÉES EN BOURSE QUI FONT
QUI FONT PLUSIEURS CENTAINES DE MILLIONS D' EUROS DE CHIFFRE D' AFFAIRE ET VOUS AVEZ AUSSI DES AUTO ENTREPRENEURS VOUS AVEZ DES GENS QUI ONT CRÉÉ LEUR EMPLOI VOUS AVEZ DES JEUNES DE VINGT CINQ ANS ET	QUI FONT PLUSIEURS SENTAINES DE MILLIONS DE ROUTIERS D AFFAIRES ET VOUS AVEZ AUSSI DES AUTO ENTREPRENEURS VOUS AVEZ DES CHAMPIONS CRÉÉES LEUR EMPLOI VOUS AVEZ DES JEUNES DE VINGT CINQ ANS ET
ON ON CE(TTE) CETTE PHOTO ON L' A MONTÉE EN DEUX JOURS EN FAIT ET ON S' EST DIT ON VOUDRAIT MONTRER QUE ÇA N' EST PAS UN COMBAT POLITIQUE CE N' EST PAS LES RENTIERS QUI MENACENT DE PARTIR EN SUISSE SI ON LEUR PREND TROP D' IMPÔTS C' EST VRAIMENT LA LA FRANCE QUI CRÉE QUI SE QUI SE RÉVOLTE JE VOIS PAS D' AUTRE	C EST CETTE PHOTO LAMENTÉ EN DEUX JOURS EN FAIT ET ON S EST DIT ON VOUDRAIT MONTRER QUE ÇA N EST PAS UN COMBAT POLITIQUE CE N EST PAS LES RENTIERS QUI MENACE DE PARTIR EN SUISSE SUR LEUR CONTRE D IMPÔTS C EST VRAIMENT LÀ LA FRANCE QUI CRÉE QUI SE QUI SE RÉVOLTE JOUA PAS D AUTRE
D' AUTRES MOTS MÊME SI ÇA SE FAIT DANS LA LÉGALITÉ LA PLUS ABSOLUE DONC CE SONT LES PATRONS QU' ON NE VOIT PAS C' EST PAS LES PATRONS VOYOUS C' EST PAS CEUX CEUX QUI DÉLOCALISENT C' EST CEUX QUI BOSSENT SOIXANTE HEURES PAR SEMAINE POUR ESSAYER DE CRÉER DE LA RICHESSE ET QUI AUJOURD'HUI DISENT ATTENTION VOUS ÊTES EN TRAIN DE CASSER LA MACHINE	D AUTRES MOIS MÊME SI S ASSAIENT DANS LA LÉGALITÉ LA PLUS ABSOLUE DONC CE SONT LES PATRONS CONTEVOIENT PAR CES PAR LES PATRONS VOYAUX CES PERSONNES CE QUI DÉLOCALISENT C EST CE QUI BOSSE SOIXANTE HEURES PAR SEMAINE POUR ESSAYER DE GRÉER LA RICHESSE ET QUI AUJOURD HUI DISENTION VOUS ÊTRE EN TRAIN DE CASSER LA MACHINE À CE QUI DÉLOCALISE C EST CE QUI BOSSE SOIXANTE HEURES PAR SEMAINE POUR ESSAYER DE GRÉER LA RICHESSE ET QUI AUJOURD HUI DISENTION VOUS ÊTRE EN TRAIN DE CASSER LA MACHINE À CE QUI DÉLOCALISE C EST CE QUI BOSSE SOIXANTE HEURES PAR SEMAINE POUR ESSAYER DE GRÉER LA RICHESSE ET QUI AUJOURD HUI DISENTION VOUS ÊTRE EN TRAIN DE CASSER LA MACHINE À CE QUI DÉLOCALISE C EST CE QUI BOSSE SOIXANTE HEURES PAR SEMAINE POUR ESSAYER DE GRÉER LA RICHESSE ET QUI AUJOURD HUI DISENTION VOUS ÊTRE EN TRAIN DE CASSER LA MACHINE À CE QUI DÉLOCALISE C EST CE QUI BOSSE SOIXANTE HEURES PAR SEMAINE POUR 
DONC EN FAIT ILS EMBOÎTENT LE PAS DES DES PIGEONS CE MOUVEMENT	BEAUCOUP FAIT ILS EMBOÎTENT LE PADE ET DES PIGEONS CE MOUVEMENT
FAIT EN QUELQUES JOURS BOUGER LE LE GOUVERNEMENT SUR LA TAXATION DES DES PLUS VALUES CE SONT LE DES ÉMULES DES PIGEONS	C EST EN QUELQUES JOURS BOUGER LE LE GOUVERNEMENT SUR LA TAXATION DES DES PLUS VALUES CE SONT LE DES ÉMULES DES PIGEONNONS BOUGER LE LE GOUVERNEMENT SUR LA TAXATION DES DES PLUS VALUES CE SONT LE DES ÉMULES DES PIGEONS
EXACTEMENT D' AILLEURS VOUS AVEZ LE LEADER LE LE PRÉSIDENT DES PIGEONS ENTRE GUILLEMETS QUI EST AU PREMIER RANG	EXACTEMENT D AILLEURS VOUS AVEZ LE LEADER LE LE PRÉSIDENT DES PIGEON ENTRE GUIMEC ET AU PREMIER AN
JE PEUX DIRE UN MOT LÀ DESSUS JE JE LÀ AUSSI JE VAIS ENCORE CASSER L' AMBIANCE JE PENSE QUE LA FEU LE FAMEUX MOUVEMENT DES PIGEONS NOUS A SACRÉMENT PIGEONNÉ ALORS JE PEUX VOUS L' EXPLIQUER	L AMOLATUEUX JUGE LÀ AUSSI JOUE ENCORE CASSÉE L AMBIANCE JE PENSE QUE LA FAIBLE FAMEUX MOUVANT DES PIGEONS NOUS A SACRÉMENT PIGEONNÉES ET JE PEUX VOUS L EXPLIQUER
D' ABORD JE D' ABORD PARCE QUE ET JE NE PARLE PAS DE CEUX QUI SONT SUR LA PHOTO (N) PARCE QUE JE NE LES CONNAIS PAS ET JE N' AI PAS VU LEUR PEDIGREE PAR CONTRE J' AI VU LE PEDIGREE DES FAMEUX PIGEONS ALORS UN	D ABORD JE VEUX D ABORD PARCE QUE JE NE PARINS PAS DE SE QUITION SUR LA PHOTOGRAPHE EST CE QUE JE NE LES CONNAIS PAS ET JE N AI PAS VU LEUR PÉDIGRER PAR CONGÉVUS LE PÉDIGRER DES FAMEUX PIGEONS ALORS UN
CERTAINS SONT MEMBRES DE L' UMP PERSONNE NE L' A DIT	CERTAINS SONT MEMBRES DE L UMP PERSONNE NE LA DIT PERSONNE NE LA DIT PERSONNE NE LA DIT PERSONNE NE LA DIT PERSONNE NE LA DIT PERSONNE NE LA DIT PERSONNE NE LA DIT PERSONNE NE LA DIT PERSONNE NE LA DIT PERSONNE NE LA DIT PERSONNE NE
PAS LE DROIT D' ÊTRE MEMBRE DE L' UMP PAS DE DÉLIT DE FACIÈS LAUR(ENT)	INDÉPENDANT DE LIÈGE NOTRE DAYAVID FACIAL ORNÉEZ
CERTAINS SONT EXILÉS FISCAUX ON A OUBLIÉ DE LE DIRE ET ILS VIENNENT SE PLAINDRE DES IMPÔTS EN FRANCE ALORS QU' ILS LES PAYENT PLUS DEPUIS LONGTEMPS ÇA VOUS RECONNAÎTREZ QUE J' AI PAS TORT	CERTAINS SONT EXILÉS FISCAUX D AVOYER DE LE DIRE ET ILS VIENNENT SE PLAINDRE DES IMPÔTS EN FRANCE ALORS QU ILS LES PAYE PLUS DEPUIS LONGTEMPS ÇA VOUS RECONNAÎTREZ JE PATOR
(N) PARCE	NON RESTE
(TROISIÈME)MENT ATTENDEZ TROISIÈMEMENT ET VOUS ET JE VOUS LAISSERAI RÉPONDRE APRÈS	ATTENDEZ TROISIÈMEMENT ÉVÊCHÉ JE VOUS LAISSERAI RÉPOND APRÈS
LEUR COMBAT N' ÉTAIT PAS FAUX	LEUR COMBAT N ÉTAIT PAS FAUX
SIMPLEMENT LA MESURE FISCALE QU' ILS DÉNONÇAIENT N' AVAIT AUCUNE CHANCE DE S' APPLIQUER À EUX MAIS MÊME QUAND ILS ONT OBTENU GAIN DE CAUSE	SIMPLEMENT LA MESURE FISCALE QU IL DÉNONÇAIT N AVAIT AUCUNE CHANCE DE S APPLIQUER À MES MÊMES QUAND ILS ONT OBTENU GAME CAUSE
PAS VRAIMENT	PAS VRAIMENTEMENT BRÉMO
ÇA NE SUFFISAIT PAS	ÇA NE SUFFISAIT PAS
PAS VRAIMENT	LA PAROLE
ILS ONT DEMANDÉ LE RETRAIT TOTAL DE LA MESURE ET VOUS SAVEZ POURQUOI PARCE QUE LA MESURE CRÉÉE PAR LE GOUVERNEMENT AVEC SES DÉFAUTS SES PROBLÈMES DE PÉDAGOGIE D' EXPLICATION ENCORE UNE FOIS AU GRAND TORT DU GOUVERNEMENT CETTE MESURE LÀ ELLE NE S' APPLIQUAIT PAS À EUX EN PRIORITÉ	ILS ONT DEMANDÉ LE RETRAIT TOTAL DE LA MESURE ET VOUS SAVEZ POURQUOI PARCE QUE LA MESURE CRÉE PAR LE GOUVERNEMENT EX SES DÉFAUTS SES PREUVES DE PÉDAGOGIE D EXPLICATION ENCORE UNE FOIS AUGMENTEUR DU GOUVERNEMENT CETTE MESURE LÀ ELLE NE S APPLIQUAIT PAS À EUX EN PRIORITÉ
MAIS AU FONDS D' INVESTISSEMENTS QUI FONDENT SUR UNE ENTREPRISE QUI LICENCIE QUI COUPE LES COÛTS ET QUI AU BOUT DE QUELQUES MOIS LES REVENDENT EN FAISANT UNE GROSSE PLUS VALUE CES GENS LÀ OUI IL FAUT LEUR APPLIQUER CETTE MESURE MAIS COMME ÇA NE LEUR SUFFISAIT PAS ILS ONT DEMANDÉ LA LA SUPPRESSION TOTALE DE CETTE MESURE	MAIS AU FOND D INVESTISSEMENTS QUI FONDE SUR UNE ENTREPRISE QUI LICENCIE QUI COUPE LES COÛTS ET QUI AU BOUT QUELQUES MOIS LES REVEND DANS UNE GROSSE PLUS VALUE CES GENS LÀ OÙ IL FAUT LEUR APPLIQUER CETTE MESURE MAIS COMME ÇA NE LEUR SUFFISAIT PAS IL EN DEMANDE LA SUPPRESSION TOTALE DE CETTE MESURE
ET VOUS SAVEZ POURQUOI PARCE QUE CES FAMEUX ENTREPRENEURS DE START UP	ET VOUS SAVEZ POURQUOI PARCE QUE CES FAMEUX ENTREPRENEURS DE STARTUPPES
QUAND ILS MONTENT LEUR ENTREPRISE IL FAUT TROUVER DE L' ARGENT ET AUPRÈS DE QUI ILS VONT TROUVER CET ARGENT AUPRÈS DE CES FAMEUX FONDS SPÉCULATIFS	QUAND IL MONTE LEUR ENTREPRISE IL FAUT TROUVER DE L ARGENT ET AUPRÈS DE QUI L ON TROUVER CET ARGENT AUPRÈS DE SES FAMEUX FONDS SPÉCULATIFS
QUI DANS UN CAS AIDENT L' ENTREPRISE ET BRAVO ET DE (N) JE	QUI DANS UN CAS AIDE L ENTREPRISE ET DRABEAU EST DE TOUT PAGE
JE SUIS PAS D' ACCORD C' EST FORMIDAB(LE)	PAS D ACCORD S EST ANGLAIS
PAS QUE JE MÉLANGE TOUT C' EST L' EXACTE VÉRITÉ	PARK JE MÉLANGE TOUS ET EXACCIALITÉS
VOUS DIRE VOUS MÉLANGEZ TOUT D' ABORD LES EXILÉS FISCAUX LÀ VOUS AVEZ UN EX EXILÉ FISCAL SUR NOTRE PHOTO QUI S' APPELLE DENIS PAYRE QUI ÉTAIT PARTI EN BELGIQUE ET QUI EST REVENU ET QUI DIT JE SUIS EN TRAIN DE ME DEMANDER SI SI QUAND TOUS LES AUTRES ONT RICANÉ PARCE QUE JE REVENAIS DE BELGIQUE COMME REN() POUR ME RÉINSTALLER EN FRANCE	VOUS MÉLANGEZ TOUT D ABORD LES EXCELLES FISCAUX LÀ VOUS AVEZ UN EX EXLE FISCAL SUR VOTRE PHOTO QUI S APPELLE DENIPAIRE QUI ÉTAIT PARTI EN BELGIQUE ET QUI REVENUE ETQUIDÉ JE SUIS ENTRE À ME DEMANDER SIE SI QUAND TOUS LES AUTRES M RICANÉS PARCE QUE JE REVENAIS DE BELGIQUE RÉPONDIT INSTALLER EN FRANCE
SI C' ÉTAIT PAS EFFECTIVEMENT MOI LE PIGEON ENSUITE SUR LE FOND ON VA ENTRER SUR LE DÉBAT TECHNIQUE CETTE IDÉE QUE ON PUISSE SAUCISSONNER EN PETITS MORCEAUX LE MONDE DE L' ENTREPRISE IL Y A	SI C ÉTAIT PAS EFFECTIVEMENT MAL PIGEON ENSUITE SUR LE FOND RAPPORTRÉ SUR LE DÉBAT TECHNIQUE CETTE IDÉE QUE ON PUISSE SAUCISSONNER EN PETITS MORCEAUX LE MONDE DE L ENTREPRISE YA
JE CONTINUE JE CONTINUE IL Y A LE LES LES PETITS QUI SONT GENTILS PARCE QUE COMME ILS GAGNENT PAS BEAUCOUP D' ARGENT ET QU' ILS TRAVAILLENT ÉNORMÉMENT ON A ENVIE DE LES AIMER IL Y A LES PATRONS QUI ONT FAIT L' ENA ET QUI SONT À LA TÊTE DU CAC QUARANTE AVEC LEURS PARACHUTES DORÉS CEUX LÀ ON LES AIME PAS VOUS AVEZ LE CAPITAL PRÊTÉ PAR LA BELLE SOEUR	JE CONTINUE JE CONTINUE Y LE LES PETITS QUI SONT GENTILS JE CE COMME ILS N ONT PAS BEAUCOUP D ARGENT ET QUI TRAVAILLE ÉNORMÉMENT EN A ENVIE LES AIMER YA LES PATRONS QU ON FELLENÂT ET QUI SONT À LA TELLE DU CAS QUARANTE AVEC LEURS PARACHUTES DORÉS CELA EN LES AIME PAS VOUS AVEZ LE CAPITAL PRÊTÉ PAR LA BELLE SŒUR
POUR CRÉER UNE ENTREPRISE ÇA C' EST GENTIL LE FOND D' INVESTISSEMENT QUI EST MÉCHANT MAIS VOUS POUVEZ PAS FAIRE ÇA ENCORE UNE FOIS N' ENTRONS PAS DANS LES DÉTAILS MAIS OU BIEN VOUS DITES OK LA RICHESSE ELLE SE OUI PARCE QUE LES FONDS D' INVESTISSEMENT C' EST ÇA VEUX DIRE	POUR MONTRER UNE ENTREPRISE ASSEZ GENTIL LE FONCTIONNALISME QUI EST MÉCHANT MAIS VOUS POUVEZ PAS FAIRE ÇA EN CONCHA L ENTREPRENANT LES THÈMES AU BIEN VOUS DITES AUQUEL LA RICHESSE ELLE SE BROUILLE ASSOCIANT D INVESTISSEMENT SES SAINTS
(H) BON	TOUJOURS
LES LES FONDS D' INVESTISSEMENT C' EST CE QUI PERMET À UNE PETITE ENTREPRISE DE PRENDRE DE L' IMPORTANCE ET DONC	ET MON AVISSEMENT CE QUI PERMET À UNE PETITE ENTREPRISE DE PRENDRE DE L IMPORTANCE ET DONC
CÔTÉ DITES LE	CÔTÉ DIPLORE
MAIS LE PRO(BLÈME) MAIS VOUS AVEZ LES DEUX L' AUTRE CÔ(TÉ)	MAIS LE PROMEZ VOUS AVEZ LES DEUX L AUTRE COO COO COO COO COO COO COO COO COO COO COO COO CO
QUE CES GENS VEULENT GAGNER DE L' ARGENT	SES GENRES GAGNER DE L ARGENT
SI ON	SION
OUI MAIS SI ON	OUI MAIS SI ON
EN UNE PHRASE C' EST PROMIS SI ON DIT NOUS AIMONS L' ENTREPRISE SAUF SI ELLE GAGNE DE L' ARGENT ON Y ARRIVERA PAS	EN UNE FOIS SES PREMIERS SI ON DIT NOUS AIMONS L ENTREPRISE SOFIELGAN DE L ARGENT ON N Y ARRIVERA PAS
BIEN J' AIMERAIS QU' ON CHANGE QU' ON GARDE LES OUI MAIS ON Y REVIENDRA CLAUDE JE SUIS DÉSOLÉ MAIS JE VAIS VOUS DONNER LA PAROLE TOUT DE SUITE PARCE QUE JE SENS QUE VOUS AVEZ ENVIE DE ME PARLER DE JEAN LOUIS	J AIMERAIS QU ON CHANGE AUCUN GARDE LES OUI MAISON N Y REVIENDRA À CLAUDE JE SUIS DÉSOLÉ JE VOUS DONNER LA PAROLE TOTALE BASCULÉE JE SENS QUE VOUS AVEZ ENVIE DE ME PARLER
MAIS NON C' EST JUSTEMENT LE	MÉDON C EST JUSTEMENT
DANS VOS JOURNAUX IL Y A AUSSI JEAN LOUIS BORLOO QUI VIENT DE CRÉER UN NOUVEAU PARTI L' UD(I) L' UDI UNION DES DÉMOCRATES ET INDÉPENDANTS VOILÀ IL EN EST QUESTION DANS PLUSIEURS DE VOS JOURNAUX CETTE SEMAINE LE CONGRÈS FONDATEUR DU PARTI SE TIENT CE DIMANCHE L' UDI EST UN TRAIN LANCÉ	IL Y A AUSSI JEAN LOUIS BORLOT QUITTERAIT UN NOUVEAU PARTI LUDI UNION DES DÉMOCRATES ET INDÉPENDANTS VALAILLANT DES QUESTIONS DANS PLUSIEURS NOVOS JOURNAUX CETTE SEMAINE LE CONGRÈS FONDATEUR DU PARTI SE TIENT CE DIMANCHE LUDRIE EST UN TRAIN LANCÉ
À GRANDE VITESSE DIT BORLOO	À GRANDE VITESSE D IBORLOW
DES VOIX	LES VOIX
ELLE SERA ELLE SERA DANS DIX HUIT MOIS LA PREMIÈRE FORCE POLITIQUE	ELLE SERA ELLE SERA DANS DIX HUIT MOIS LA PREMIÈRE FORCE POLITIQUE
IL A FAIT UNE	IL A FAIT UNE AFFEINE
DEMANDE À CLAUDE DE RÉPÉTER SON BON MOT PARCE QUE JE L' AI PAS ENTENDU DONC BORLOO DIT QUE L' UDI SERA DANS DIX HUIT MOIS LA PREMIÈRE FORCE POLITIQUE DU PAYS ALORS C' ÉTAIT QUOI LA BLAGUE PARCE QUE MOI J' AIME BIEN LES BLAGUES DE	UN BORLOODY QUE L UDI SERA DANS DIX HUIT MOIS LA PREMIÈRE FORCE POLITIQUE DU PAYS LEUR C ÉTAIT QUOI LA BLAGUE JUSQU AU MOINS BIEN DES BLAGUES
C' EST TROP TARD (H) MAIS	CET AUTEUR ARABE
(LAN)CÉ SUR LES RAILS IL A DIT ÉL(OIGNEZ) ÉLOIGNEZ VOUS DES VOIX	LES RAILS LA DIGNE ÉLOIGNEZ VOUS DES VOIX
BIEN C' EST VRAI C' EST PAS M(AL)	BIEN C EST VRAI SÉPARÉMENT
PAS MAL J(E) TROUVE	PARALLÈLEMENT
MERCI CLAUDE ON L' AIME AUSSI POUR ÇA BON ALORS LE VOS VOTRE AVIS SUR SUR L' UDI EST CE QUE IL SE POUSSE DU COL LUI AUSSI BORLOO QUAND IL DIT QUE CE SERA LA LA PREMIÈRE FORCE POLITIQUE DU PAYS DANS DIX HUIT MOIS	ILS SE POUSSENT DU COL LUI AUSSI PAR L AUTRE IL LIQUE SOSTRALA LA PREMIÈRE FORCE POLITIQUE DU PAYS DANS DIX HUIT MOIS
JE DE QUOI DE QUOI S' AUTORISE T IL BON ON PEUT TOUJOURS (N) IL Y A QU' À CROIRE COMME DISENT LES ENFANTS M(AIS) MAIS JE ÇA NE ME PARAÎT PAS L' HYPOTHÈSE LA PLUS PROBABLE LE L' ANNÉE DEUX MILLE TREIZE COMME VOUS SAVEZ SERA UNE ANNÉE RISQUE D' ÊTRE UNE ANNUS HORRIBILIS POUR LA FRANCE	JE RECONNAIS DE QUOI S AUTORISTIQUE BON ON PEUT TOUJOURS RIEN QU À CROIRE COMME DIS DES ENFANTS MAIS JE NE ME PARAÎT PAS L HYPOTHÈSE LA PLUS PROBABLE L ANNÉE DE MILLE TREIZE QUE VOS SESTRAVIANUS ILS SE RISQUE D ÊTRE UNEANUS AURIBILISE POUR LA FRANCE
ET PEUT ÊTRE POUR LE GOUVERNEMENT PARCE QUE QUAND ON EST AU POUVOIR DANS CES CIRCONSTANCES LÀ C' EST JAMAIS CONFORTABLE L' ANNÉE ET ON VOIT BIEN AU AU CONTRAIRE QUE LA DROITE EST EN TRAIN DE SE DE SE RECONSTRUIRE SUR UNE POSITION TRÈS DROITIÈRE EN RÉALITÉ ET JE NE SUIS PAS DU TOUT SÛR QUE ÇA SOIT LE LE LE	AU CONTRAIRE QUE LA DROITE EST EN TRAIN DE CEUX DE SE RECONSTRUIRE SUR UNE POSITION TRÈS DROITIÈRE EN RÉALITÉ ET JE NE SUIS PAS DU TOUT SÛR QUE ÇA SOIT LE DEUX DEUX
LE PRINTEMPS DU CENTRE QUI S' ANNONCE	LE PRINTEMPS DU CENTRE QUI S ANNONCE
ALORS DE SON CÔTÉ MARIANNE SE DEMANDE SI BORLOO PEUT TUER BAYROU	LORS DE SON CÔTÉ MARIANNE SE DEMANDE SI BORLOO PEUT TUER BAILLEROUX
LE IL PROVOQUE LE BÉARNAIS EN DUEL ET ET DE L' ISSUE DE CE COMBAT DÉPEND LA RECOMPOSITION DU PAYSAGE POLITIQUE FRANÇAIS	LE IL PROVOQUE LE BÉARNAIS AU DUEL ET DE L ISSUE DE CE COMBAT DÉPEND LA RECOMPOSITION DU PAYSAGE POLITIQUE FRANÇAIS
IL A	WILLIAMDHANAD
IL A QUAND MÊME DEUX SOUCIS BORLOO D' ABORD C' EST VRAI QU' IL A UN BOULEVARD POLITIQUE JUSQU' AUX EUROPÉENNES APRÈS C' EST FINI LA DEUXIÈME CHOSE C' EST QUE IL A PLUTÔT DÉMONTRÉ JUSQU' À PRÉSENT QU' EN POLITIQUE IL ÉTAIT UN VELLÉITAIRE ON A VU CE QUI S' EST PASSÉ PENDANT LA CAMPAGNE PRÉSIDENTIELLE	BORLOT D ABORD C EST VRAI QU IL A UN BOULEVARD POLITIQUE JUSQU AUX EUROPÉENNES APRÈS C EST FINI LA DEUXIÈME CHOSE C EST QUE IL A PLUTÔT DÉMONTRERÉ JUSQU À PRÉSENT QU EN POLITIQUE IL ÉTAIT UN VÉLÉITAIRE AVUSQU IL S EST PASSÉ PENDANT LA CAMPAGNE PRÉSIDENTIELLE
